Unique Class Stereotype,Class Count
data-class,1
entity minimal-entity boundary,1
pure-controller degenerate,1
data-provider boundary data-class small-class,1
lazy-class small-class,1
data-provider,5
data-provider data-class small-class,1
commander boundary degenerate,2
commander boundary,20
controller,2
boundary degenerate,2
unclassified,26
controller small-class,17
data-provider boundary,22
empty,104
commander,12
data-provider boundary small-class,5
commander boundary small-class,5
lazy-class,1
boundary degenerate small-class,5
boundary,25
degenerate,4
entity boundary,16
data-class small-class,1
entity commander boundary,8
pure-controller degenerate small-class,3
entity boundary small-class,7
small-class,9
lazy-class degenerate,1
entity data-provider boundary,4
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,7
controller degenerate,1
degenerate small-class,1
Total,323
