Unique Class Stereotype,Class Count
commander degenerate,1
boundary lazy-class degenerate,1
data-provider boundary small-class,1
pure-controller,1
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,2
entity minimal-entity boundary,2
factory controller small-class,4
entity boundary small-class,22
small-class,21
unclassified,20
data-provider data-class small-class,3
data-provider,7
data-class,11
data-provider small-class,4
boundary data-class,1
pure-controller degenerate,5
factory pure-controller small-class,2
pure-controller degenerate small-class,17
entity commander boundary,4
commander,2
empty,135
factory controller,1
boundary degenerate small-class,8
commander boundary small-class,8
commander boundary,12
boundary degenerate,3
factory pure-controller degenerate small-class,3
boundary,8
degenerate,7
data-provider boundary data-class small-class,1
data-provider boundary,2
degenerate small-class,10
data-class small-class,2
entity boundary,10
factory degenerate small-class,3
entity,1
boundary small-class,4
data-provider data-class,3
factory degenerate,1
commander boundary degenerate,2
Total,357
