Unique Method Stereotype,Method Count
controller,2
wrapper,2
void-accessor set,4
property non-void-command,1
wrapper stateless,1
void-accessor command collaborator,1
get non-void-command collaborator,1
command collaborator,55
unclassified,1
empty,2
command,56
property wrapper,4
predicate non-void-command collaborator,6
set collaborator,10
non-void-command factory collaborator,1
predicate non-void-command,4
property non-void-command collaborator,11
property controller,2
controller stateless,12
property factory wrapper,1
constructor,12
set,13
incidental,1
get collaborator,7
get,15
property non-void-command factory collaborator,2
property factory controller,2
Total,229
