Unique Method Stereotype,Method Count
get set collaborator,1
get predicate wrapper,1
property set collaborator,2
predicate collaborator,3
predicate set collaborator,1
property command collaborator,1
non-void-command,1
unclassified,6
destructor,19
wrapper,9
get set,2
command,51
empty,1
constructor,55
set,12
get collaborator,19
wrapper stateless,56
controller stateless,45
predicate non-void-command,6
predicate,9
command collaborator,91
property wrapper,24
get non-void-command collaborator,2
property,3
get,6
collaborator incidental,11
predicate wrapper,10
non-void-command collaborator,10
void-accessor command collaborator,2
property collaborator,15
get wrapper,1
property controller,8
property non-void-command collaborator,51
set collaborator,9
incidental,2
copy-constructor,5
controller,8
predicate non-void-command collaborator,7
collaborator,10
Total,575
