Unique Class Stereotype,Class Count
data-provider boundary small-class,1
degenerate,1
data-provider boundary,5
boundary small-class,1
commander small-class,3
commander boundary small-class,2
entity boundary degenerate,2
data-provider data-class,2
small-class,2
entity boundary small-class,3
pure-controller degenerate small-class,1
commander boundary,10
boundary degenerate,2
boundary lazy-class degenerate,1
boundary,7
data-provider,1
boundary degenerate small-class,6
entity commander boundary,4
degenerate small-class,1
unclassified,8
empty,17
entity boundary,10
Total,90
