Unique Class Stereotype,Class Count
boundary small-class,1
data-provider boundary degenerate,2
entity minimal-entity boundary,2
data-provider,4
commander lazy-class degenerate,1
commander boundary lazy-class degenerate,1
entity data-provider boundary lazy-class degenerate,3
data-provider small-class,1
data-provider boundary lazy-class degenerate,22
boundary lazy-class degenerate,8
boundary degenerate small-class,5
entity boundary data-class small-class,1
entity commander boundary,3
pure-controller degenerate small-class,6
commander boundary small-class,1
commander boundary,2
controller,3
boundary degenerate,4
entity boundary degenerate,2
commander small-class,1
small-class,8
entity boundary small-class,10
entity boundary lazy-class degenerate,6
unclassified,16
controller small-class,6
data-provider boundary,11
data-provider boundary data-class small-class,4
entity boundary data-class,2
data-provider boundary lazy-class small-class,1
entity boundary,39
data-provider boundary small-class,2
empty,150
commander,3
boundary data-class,2
boundary data-class small-class,1
data-provider boundary lazy-class,1
entity data-provider boundary,12
degenerate small-class,2
boundary,29
degenerate,3
Total,381
