Unique Method Stereotype,Method Count
void-accessor command,4
get property set collaborator,5
predicate collaborator,6
factory controller stateless,1
get controller,1
collaborator,5
get property,1
predicate non-void-command,14
void-accessor,3
void-accessor command collaborator,15
void-accessor collaborator,16
get wrapper,7
unclassified,3
predicate set collaborator,4
get non-void-command,3
get property wrapper,2
void-accessor set collaborator,3
get collaborator,83
get property collaborator,2
set,33
get property controller,1
constructor,251
void-accessor wrapper,9
wrapper stateless,1289
controller stateless,33
get set,3
wrapper,52
property set collaborator,132
destructor,53
predicate wrapper,15
non-void-command collaborator,4
property controller,149
set collaborator,39
property non-void-command collaborator,470
property set factory collaborator,1
command,72
empty,38
copy-constructor,5
incidental,34
controller,58
predicate non-void-command collaborator,48
command collaborator,228
property wrapper,464
get non-void-command collaborator,27
non-void-command factory collaborator,1
predicate controller,2
predicate set,8
property non-void-command,15
property collaborator,175
predicate,51
void-accessor controller,12
get set collaborator,61
property,31
get property non-void-command collaborator,5
get,45
collaborator incidental,119
Total,4211
