Unique Method Stereotype,Method Count
get property non-void-command collaborator,1
get property set collaborator,1
get set,1
property factory,1
property set factory,2
predicate set,2
predicate set collaborator,6
factory wrapper stateless,5
predicate collaborator,9
get,27
collaborator incidental,18
get collaborator,15
property non-void-command factory collaborator,43
property non-void-command,22
factory collaborator,1
controller,63
copy-constructor,8
incidental,11
factory wrapper,3
predicate,19
property non-void-command collaborator,36
property controller,15
controller stateless,35
non-void-command factory collaborator,4
predicate controller,5
predicate wrapper,45
get non-void-command,1
non-void-command collaborator,14
property set factory collaborator,4
collaborator,23
constructor,679
set,52
command collaborator,583
property,54
empty,25
get property controller,1
factory controller,7
unclassified,55
void-accessor command collaborator,41
property wrapper,96
get non-void-command collaborator,9
destructor,17
predicate non-void-command collaborator,35
wrapper,65
wrapper stateless,83
factory collaborator stateless,11
property set,1
get property wrapper,4
get property collaborator,1
void-accessor set collaborator,4
get wrapper,1
get set factory collaborator,3
void-accessor controller,3
property factory controller,2
property non-void-command factory,7
collaborator stateless,4
void-accessor wrapper,4
predicate non-void-command,8
get property factory wrapper,1
command,145
property factory wrapper,2
property collaborator,47
stateless,4
property set collaborator,6
get predicate set,1
factory controller stateless,2
void-accessor command,1
get property,1
set collaborator,135
non-void-command,3
property factory collaborator,8
Total,2651
