Unique Class Stereotype,Class Count
entity,1
entity minimal-entity boundary,2
boundary data-class small-class,4
data-provider boundary data-class small-class,2
commander degenerate,1
degenerate small-class,1
data-provider boundary small-class,6
data-provider data-class small-class,3
lazy-class small-class,2
boundary degenerate,4
boundary degenerate small-class,4
minimal-entity commander boundary,1
commander boundary small-class,259
entity data-provider boundary,10
commander boundary,28
entity boundary degenerate,5
commander boundary data-class small-class,66
commander small-class,16
entity boundary lazy-class degenerate,1
entity boundary small-class,43
small-class,25
boundary small-class,7
commander data-class small-class,3
data-provider,7
data-provider boundary lazy-class degenerate,1
factory controller,2
empty,845
commander,12
entity small-class,12
pure-controller degenerate small-class,6
entity commander boundary,17
commander boundary lazy-class small-class,1
minimal-entity boundary,1
factory degenerate small-class,1
factory controller small-class,2
unclassified,30
controller small-class,8
data-provider boundary,3
pure-controller small-class,7
boundary,24
degenerate,7
entity boundary,43
data-class small-class,2
data-provider small-class,3
controller,2
factory pure-controller degenerate small-class,1
Total,1531
