Unique Class Stereotype,Class Count
factory controller degenerate,1
entity minimal-entity,1
commander boundary data-class,1
entity data-provider boundary small-class,1
lazy-class,2
pure-controller small-class,1
entity,1
data-provider boundary lazy-class,1
lazy-class degenerate,4
entity boundary degenerate,24
entity small-class,6
commander boundary small-class,25
entity factory controller small-class,2
commander boundary lazy-class degenerate,4
entity data-provider boundary,9
commander data-class small-class,3
boundary data-class small-class,8
lazy-class data-class small-class,1
data-provider lazy-class degenerate,3
boundary,69
degenerate,45
factory controller data-class small-class,2
commander boundary lazy-class,3
lazy-class small-class,1
entity factory controller,1
boundary small-class,8
entity commander boundary lazy-class,1
entity commander boundary,89
entity boundary data-class small-class,7
boundary degenerate small-class,74
commander boundary degenerate,15
boundary lazy-class degenerate,9
degenerate small-class,34
boundary lazy-class,2
data-provider boundary degenerate,1
commander lazy-class small-class,2
commander boundary,153
small-class,23
entity minimal-entity commander boundary,1
unclassified,32
controller small-class,7
pure-controller degenerate small-class,11
entity boundary small-class,25
commander small-class,14
boundary data-class,2
data-class small-class,1
factory controller small-class,9
commander degenerate,5
minimal-entity boundary,1
factory degenerate small-class,2
data-provider small-class,3
data-provider boundary data-class,3
controller lazy-class small-class,1
data-provider,5
entity minimal-entity boundary,12
data-provider boundary,13
data-provider data-class small-class,7
data-provider boundary data-class small-class,8
boundary degenerate,70
commander lazy-class degenerate,3
data-provider boundary small-class,16
controller,5
factory pure-controller degenerate small-class,1
commander boundary data-class small-class,3
commander,44
entity boundary,138
data-class,1
data-provider boundary lazy-class degenerate,1
empty,790
data-provider lazy-class small-class,1
Total,1872
