Unique Method Stereotype,Method Count
get property set,1
factory collaborator incidental,1
get set,2
predicate set,1
get non-void-command factory collaborator,3
void-accessor set,1
get predicate non-void-command collaborator,1
get property non-void-command factory collaborator,3
get predicate set,2
property command collaborator,2
get property set factory collaborator,18
get property set collaborator,95
get property wrapper,2
get non-void-command collaborator,14
get set collaborator,21
property wrapper,167
incidental,200
factory collaborator,4
controller,75
property non-void-command,51
property non-void-command factory collaborator,76
property non-void-command collaborator,1561
property controller,52
predicate wrapper,42
non-void-command collaborator,193
get non-void-command,4
set collaborator,389
non-void-command,131
copy-constructor,16
void-accessor collaborator,7
void-accessor command collaborator,493
set,204
get property non-void-command,8
void-accessor set collaborator,71
get property collaborator,19
constructor,1258
set factory collaborator,18
collaborator,32
get collaborator,55
wrapper stateless,1148
predicate non-void-command,32
void-accessor wrapper,68
property factory wrapper,11
command,575
empty,286
factory controller,4
collaborator incidental,303
get,28
get property non-void-command collaborator,152
collaborator stateless,93
factory collaborator stateless,35
predicate non-void-command collaborator,75
wrapper,413
factory controller stateless,25
void-accessor command,16
predicate,24
get wrapper,6
get property,4
controller stateless,312
non-void-command factory collaborator,32
predicate controller,7
property set collaborator,179
property collaborator,23
stateless,3
property factory collaborator,41
predicate collaborator,8
get predicate,4
factory wrapper stateless,28
unclassified,7
get predicate collaborator,2
destructor,8
command collaborator,1514
property,16
property factory controller,3
void-accessor controller,29
get set factory collaborator,2
property set factory collaborator,8
predicate set collaborator,9
property set,3
Total,10829
