Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
get property non-void-command collaborator,1
void-accessor command,21
collaborator incidental,23
get,40
set collaborator,13
property non-void-command collaborator,34
property controller,34
wrapper stateless,65
command collaborator,21
property,71
property set,3
factory collaborator incidental,1
set,22
constructor,385
get set,4
destructor,91
property wrapper,139
get non-void-command collaborator,37
wrapper,92
predicate non-void-command collaborator,2
incidental,11
controller,3
property non-void-command,13
property collaborator,196
property non-void-command factory collaborator,1
predicate wrapper,17
void-accessor wrapper,10
predicate non-void-command,23
get property collaborator,4
void-accessor set collaborator,4
get non-void-command,6
get property wrapper,4
predicate,46
unclassified,6
empty,27
void-accessor command collaborator,40
copy-constructor,32
void-accessor collaborator,20
controller stateless,42
non-void-command factory collaborator,2
predicate controller,21
factory collaborator stateless,1
command,33
property factory wrapper,1
property factory collaborator,6
void-accessor,2
predicate collaborator,33
factory wrapper stateless,1
get collaborator,67
get controller,4
property factory controller,18
void-accessor controller,4
get set factory collaborator,1
get wrapper,25
collaborator,4
property set collaborator,7
property command collaborator,1
get set collaborator,2
predicate set collaborator,1
get property set collaborator,1
Total,1840
