Unique Class Stereotype,Class Count
boundary data-class small-class,1
minimal-entity boundary,1
boundary data-class,1
entity data-provider small-class,1
data-provider boundary degenerate,2
data-provider boundary data-class small-class,4
data-provider boundary,60
data-provider,14
data-provider data-class small-class,2
data-class small-class,2
entity boundary,10
data-provider boundary small-class,41
small-class,9
entity boundary small-class,7
factory controller small-class,12
factory degenerate small-class,2
commander,7
empty,395
controller small-class,5
unclassified,16
degenerate,7
boundary,7
boundary small-class,63
data-provider data-class,1
controller,1
boundary degenerate,3
degenerate small-class,3
entity data-provider boundary,8
entity commander boundary,1
pure-controller degenerate small-class,4
data-provider small-class,9
commander boundary small-class,6
boundary degenerate small-class,3
commander small-class,4
lazy-class degenerate,1
Total,713
