Unique Method Stereotype,Method Count
get predicate set,1
get property factory wrapper,1
get property factory controller,1
factory collaborator incidental,2
property factory,15
get property,7
unclassified,31
factory collaborator stateless,67
get property set,7
get property set collaborator,3
collaborator,20
set factory collaborator,5
get predicate non-void-command collaborator,1
factory wrapper,5
get predicate,2
factory wrapper stateless,21
void-accessor,1
predicate collaborator,15
property non-void-command,205
property non-void-command factory collaborator,115
stateless,51
property collaborator,109
predicate set,25
predicate set collaborator,27
property non-void-command factory,2
collaborator stateless,140
get wrapper,79
get set collaborator,30
property controller,117
property non-void-command collaborator,700
factory collaborator,9
controller,782
incidental,192
void-accessor collaborator,1
copy-constructor,177
wrapper stateless,2551
empty,368
get property controller,2
factory controller,28
predicate wrapper,74
controller stateless,3052
non-void-command factory collaborator,133
predicate controller,28
void-accessor wrapper,8
predicate non-void-command,302
property factory collaborator,72
predicate non-void-command collaborator,302
wrapper,600
property set collaborator,31
constructor,1614
command,1491
property factory wrapper,18
set,471
property wrapper,194
get non-void-command collaborator,48
collaborator incidental,140
get property non-void-command collaborator,7
get,537
get property collaborator,3
get property non-void-command,8
void-accessor set collaborator,5
get property wrapper,23
get property set factory,1
non-void-command collaborator,48
get non-void-command,41
property set,16
property set factory collaborator,13
void-accessor command collaborator,103
predicate,62
get collaborator,491
non-void-command factory,6
get set,28
get predicate non-void-command,2
get predicate wrapper,1
set collaborator,388
non-void-command,112
void-accessor command,17
factory controller stateless,23
command collaborator,2554
property,105
get property factory,2
get non-void-command factory collaborator,4
void-accessor controller,12
get set factory collaborator,13
property factory controller,13
destructor,10
get property non-void-command factory collaborator,2
Total,19143
