Class Stereotype,Stereotype Count
entity,193
minimal-entity,19
data-provider,120
commander,224
boundary,684
factory,27
controller,77
pure-controller,124
large-class,3
lazy-class,33
degenerate,436
data-class,66
small-class,459
empty,625
unclassified,160
Total,3250
