Unique Class Stereotype,Class Count
factory controller degenerate,1
data-provider boundary lazy-class small-class,1
boundary lazy-class,3
lazy-class degenerate,4
factory controller,1
entity factory controller small-class,1
data-provider boundary lazy-class,2
boundary large-class,1
boundary data-class small-class,9
data-provider lazy-class degenerate,2
factory pure-controller degenerate small-class,1
data-provider lazy-class small-class,1
empty,466
entity small-class,2
pure-controller small-class,23
boundary,131
controller lazy-class degenerate,1
degenerate,118
large-class degenerate,1
entity,5
commander boundary small-class,23
entity boundary data-class,2
unclassified,159
controller small-class,28
boundary data-class,5
commander small-class,28
entity boundary degenerate,7
boundary degenerate small-class,54
entity commander boundary,36
lazy-class,3
minimal-entity boundary,3
factory controller small-class,17
data-class small-class,11
commander degenerate,2
entity data-provider boundary,9
pure-controller degenerate,51
degenerate small-class,24
data-provider data-class,11
entity minimal-entity boundary lazy-class,1
boundary small-class,22
commander data-class small-class,2
commander boundary lazy-class,1
lazy-class small-class,2
commander boundary,93
small-class,70
entity minimal-entity commander boundary,2
commander lazy-class degenerate,1
boundary degenerate,84
controller degenerate,15
boundary lazy-class degenerate,5
controller,8
data-provider boundary small-class,19
pure-controller,8
commander,66
entity boundary,73
commander boundary data-class small-class,1
data-class,3
data-provider boundary,23
entity minimal-entity boundary,11
data-provider,22
factory degenerate small-class,1
entity boundary small-class,33
pure-controller degenerate small-class,43
minimal-entity commander boundary,1
data-provider degenerate,2
data-provider boundary data-class small-class,6
data-provider data-class small-class,7
commander boundary degenerate,10
controller data-class,1
data-provider small-class,5
Total,1888
