Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
data-provider lazy-class small-class,1
data-provider,2
commander lazy-class degenerate,1
lazy-class,2
commander degenerate,1
data-provider boundary data-class,3
minimal-entity commander boundary,1
data-provider small-class,2
boundary data-class small-class,2
factory pure-controller degenerate small-class,2
controller,2
factory controller small-class,2
data-provider boundary small-class,5
data-provider boundary data-class small-class,3
controller small-class,5
unclassified,37
boundary degenerate small-class,23
data-provider boundary,8
entity boundary lazy-class,1
boundary small-class,3
pure-controller small-class,4
degenerate,5
boundary,39
commander boundary small-class,6
empty,182
commander,10
factory degenerate small-class,2
boundary lazy-class degenerate,1
controller degenerate,1
data-class small-class,3
entity boundary,27
lazy-class small-class,1
boundary degenerate,4
commander boundary,42
entity boundary small-class,19
small-class,11
boundary lazy-class,5
degenerate small-class,7
data-class,8
factory pure-controller small-class,7
entity commander boundary,10
entity boundary data-class small-class,1
pure-controller degenerate small-class,9
commander boundary degenerate,9
commander boundary data-class small-class,2
commander small-class,5
boundary data-class,18
minimal-entity boundary,3
lazy-class degenerate,2
data-provider data-class small-class,3
entity minimal-entity boundary,5
Total,558
