Class Stereotype,Stereotype Count
entity,63
minimal-entity,9
data-provider,28
commander,87
boundary,241
factory,13
controller,10
pure-controller,22
large-class,0
lazy-class,14
degenerate,68
data-class,43
small-class,128
empty,182
unclassified,37
Total,945
