Unique Method Stereotype,Method Count
get property non-void-command,2
property factory wrapper,2
factory wrapper,1
get set,1
predicate,3
factory collaborator stateless,6
get property,3
empty,12
factory controller,2
command collaborator,145
non-void-command,3
set,51
constructor,147
command,82
predicate non-void-command,82
get property wrapper,2
predicate wrapper,23
property factory controller,5
property,37
predicate set,1
property non-void-command factory collaborator,232
property non-void-command,182
get non-void-command collaborator,4
property wrapper,28
controller stateless,114
property non-void-command collaborator,716
set collaborator,115
property controller,36
copy-constructor,2
controller,4
predicate non-void-command collaborator,85
incidental,22
get collaborator,35
factory controller stateless,44
non-void-command factory collaborator,55
predicate controller,4
get property non-void-command collaborator,1
get,129
collaborator incidental,11
wrapper stateless,17
property set collaborator,1
factory wrapper stateless,1
Total,2448
