Unique Class Stereotype,Class Count
data-provider lazy-class small-class,3
factory controller small-class,1
entity boundary small-class,4
lazy-class degenerate,1
data-provider boundary data-class,1
entity boundary degenerate,1
commander boundary data-class small-class,1
commander small-class,2
controller small-class,2
unclassified,38
small-class,8
boundary lazy-class,2
degenerate small-class,8
commander boundary,3
commander lazy-class small-class,1
boundary degenerate,5
commander boundary small-class,4
data-provider boundary small-class,3
pure-controller small-class,2
degenerate,7
boundary,24
data-provider boundary,8
data-provider boundary data-class small-class,6
controller degenerate,1
boundary lazy-class degenerate,2
empty,194
commander,3
entity small-class,1
entity minimal-entity boundary,1
boundary degenerate small-class,11
data-class small-class,2
entity boundary,13
data-class,3
entity commander boundary,5
pure-controller degenerate small-class,1
data-provider small-class,10
data-provider,21
data-provider data-class small-class,10
commander data-class small-class,1
boundary small-class,5
data-provider data-class,3
entity data-provider boundary,1
Total,423
