Unique Method Stereotype,Method Count
get command collaborator,1
factory collaborator incidental,1
property non-void-command,14
predicate set,4
property collaborator,148
property non-void-command factory collaborator,1
predicate,102
get predicate,1
predicate controller,8
property factory collaborator,12
set,110
constructor,404
factory collaborator,1
controller,62
incidental,103
empty,59
unclassified,18
void-accessor command collaborator,162
copy-constructor,20
void-accessor collaborator,15
get collaborator,140
non-void-command factory collaborator,1
controller stateless,282
property controller,99
property non-void-command collaborator,144
set collaborator,54
property,76
command collaborator,215
get non-void-command collaborator,7
property wrapper,51
destructor,47
wrapper stateless,134
void-accessor wrapper,8
predicate non-void-command,29
get,167
collaborator incidental,79
get property non-void-command collaborator,2
get set factory,3
factory collaborator stateless,1
get wrapper,7
predicate non-void-command collaborator,62
wrapper,10
get set,8
get property wrapper,1
get non-void-command,15
get property collaborator,3
void-accessor set collaborator,16
void-accessor,3
predicate collaborator,22
get set collaborator,2
property set collaborator,9
collaborator,34
predicate wrapper,11
void-accessor set,4
property factory controller,2
void-accessor controller,10
predicate set collaborator,7
property set,4
factory stateless,1
get property,5
void-accessor command,35
factory controller stateless,1
command,374
property factory wrapper,1
Total,3432
