Unique Method Stereotype,Method Count
factory collaborator stateless,1
destructor,1
factory wrapper,1
get set collaborator,27
void-accessor collaborator,1
property factory wrapper,6
get wrapper,1
property set factory collaborator,1
property set,1
factory collaborator incidental,2
property factory controller,2
unclassified,1
non-void-command,21
property factory collaborator,7
factory controller stateless,4
collaborator,7
predicate non-void-command,9
get collaborator,5
collaborator stateless,8
get,1
collaborator incidental,246
get property non-void-command collaborator,3
predicate set collaborator,3
property,2
get set,2
wrapper,19
get property wrapper,1
get non-void-command,6
factory wrapper stateless,2
predicate collaborator,4
property set collaborator,45
stateless,1
controller stateless,436
empty,71
command,228
command collaborator,439
constructor,399
get property collaborator,1
set,247
wrapper stateless,214
predicate wrapper,5
non-void-command collaborator,395
property non-void-command collaborator,411
property controller,27
set collaborator,191
get non-void-command collaborator,53
property wrapper,40
predicate non-void-command collaborator,17
controller,124
incidental,17
copy-constructor,13
predicate set,4
property non-void-command factory collaborator,13
property non-void-command,23
property collaborator,8
predicate,4
Total,3821
