Unique Method Stereotype,Method Count
void-accessor command collaborator,2
get property set collaborator,2
predicate collaborator,2
property set,2
factory stateless,1
property factory,6
get non-void-command factory collaborator,7
get property collaborator,1
get property non-void-command,11
collaborator,1
set factory collaborator,5
get wrapper,19
predicate set,3
get command collaborator,16
collaborator incidental,665
get,3377
get property non-void-command collaborator,23
factory wrapper stateless,60
get command,2
wrapper stateless,900
incidental,1534
factory collaborator,1
controller,322
copy-constructor,55
property wrapper,388
get non-void-command collaborator,242
factory,5
property controller,181
property non-void-command collaborator,3831
factory collaborator stateless,539
get set factory,3
get property wrapper,3
predicate non-void-command collaborator,610
wrapper,155
set,2096
constructor,2408
property non-void-command factory collaborator,544
property non-void-command,1695
predicate non-void-command,721
controller stateless,1853
non-void-command factory collaborator,248
get property non-void-command factory,1
predicate controller,87
property,59
command collaborator,5657
empty,1507
get property controller,4
factory controller,35
get controller,8
get collaborator,1950
factory controller stateless,250
factory collaborator incidental,19
property set collaborator,43
property collaborator,16
stateless,109
predicate wrapper,80
get non-void-command,342
non-void-command collaborator,14
property factory collaborator,171
predicate,50
get set collaborator,254
command,4872
property factory wrapper,36
get property non-void-command factory collaborator,18
unclassified,2
get factory collaborator,3
get set,273
non-void-command factory,3
get predicate non-void-command,2
get predicate non-void-command collaborator,3
get property set,8
get property factory collaborator,2
property factory controller,35
get set factory collaborator,71
property set factory collaborator,9
predicate set collaborator,1
collaborator stateless,66
property non-void-command factory,3
set collaborator,948
non-void-command,4
Total,39554
