Class Stereotype,Stereotype Count
entity,579
minimal-entity,32
data-provider,431
commander,951
boundary,1792
factory,89
controller,132
pure-controller,188
large-class,1
lazy-class,411
degenerate,1064
data-class,426
small-class,1208
empty,1121
unclassified,648
Total,9073
