Unique Method Stereotype,Method Count
void-accessor set,1
factory collaborator stateless,2
get property non-void-command,1
predicate collaborator,3
unclassified,1
non-void-command collaborator,3
predicate wrapper,9
get set collaborator,1
void-accessor,1
void-accessor command collaborator,3
empty,12
property command collaborator,8
property set,4
constructor,62
get property collaborator,2
set,31
get non-void-command collaborator,3
property wrapper,24
property controller,6
set collaborator,11
property non-void-command collaborator,80
predicate non-void-command,30
get wrapper,5
property non-void-command,41
property collaborator,48
get non-void-command,10
get property wrapper,1
void-accessor set collaborator,2
predicate,9
void-accessor controller,3
destructor,20
property set collaborator,13
get set,4
wrapper,25
command,75
command collaborator,85
copy-constructor,3
incidental,41
predicate non-void-command collaborator,19
controller,24
get property non-void-command collaborator,2
get,19
collaborator incidental,24
controller stateless,41
wrapper stateless,117
get collaborator,11
void-accessor command,5
property,11
predicate set collaborator,5
Total,961
