Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
degenerate small-class,1
minimal-entity boundary,1
boundary small-class,1
data-provider data-class,1
commander boundary small-class,3
entity boundary small-class,1
small-class,1
unclassified,10
empty,66
boundary data-class small-class,7
boundary data-class,3
commander small-class,6
boundary degenerate,2
commander boundary,12
commander,6
pure-controller degenerate,1
controller lazy-class degenerate,1
boundary,4
boundary degenerate small-class,1
entity commander boundary,2
entity boundary,7
degenerate,1
data-class small-class,7
pure-controller degenerate small-class,5
data-class,10
Total,161
