Unique Method Stereotype,Method Count
property non-void-command factory,1
factory stateless,1
factory controller stateless,2
wrapper,2
non-void-command collaborator,4
predicate wrapper,6
collaborator stateless,3
factory controller,4
factory collaborator stateless,5
wrapper stateless,39
get non-void-command,1
get property wrapper,2
get property factory,8
get property non-void-command,4
get property non-void-command factory,3
property factory controller,5
get property,1
get property factory collaborator,6
get property non-void-command collaborator,4
collaborator incidental,25
get,59
controller stateless,5
set,28
constructor,66
property,9
property factory,3
predicate non-void-command,7
incidental,4
controller,3
predicate non-void-command collaborator,29
copy-constructor,6
property controller,10
property non-void-command collaborator,104
set collaborator,42
get collaborator,73
command,3
get property non-void-command factory collaborator,9
unclassified,1
property non-void-command factory collaborator,35
property non-void-command,51
property collaborator,3
predicate,2
command collaborator,14
property wrapper,21
get non-void-command collaborator,1
get property factory wrapper,3
factory wrapper,1
property factory collaborator,20
non-void-command factory collaborator,12
predicate controller,4
Total,754
