Unique Class Stereotype,Class Count
factory degenerate small-class,2
boundary degenerate small-class,1
controller small-class,1
data-provider boundary,2
data-provider,9
commander small-class,1
boundary data-class,6
entity boundary degenerate,1
boundary data-class small-class,4
data-class small-class,1
entity boundary,4
boundary degenerate,2
controller,4
data-class,4
entity data-provider boundary,2
boundary,15
data-provider boundary small-class,2
commander,1
entity small-class,1
empty,48
unclassified,6
Total,117
