Unique Class Stereotype,Class Count
data-class,1
factory controller small-class,1
entity minimal-entity boundary,2
data-provider boundary lazy-class degenerate,1
boundary degenerate small-class,1
data-provider boundary,2
data-provider degenerate,1
entity data-provider boundary,1
commander degenerate,2
commander small-class,1
commander boundary data-class small-class,1
boundary data-class small-class,2
data-provider small-class,2
boundary data-class,6
entity boundary data-class small-class,2
entity commander boundary,10
data-provider data-class,3
data-provider,9
commander boundary lazy-class degenerate,1
data-provider data-class small-class,6
controller small-class,3
unclassified,46
small-class,15
entity boundary small-class,4
entity factory controller,1
data-provider boundary small-class,5
entity minimal-entity commander boundary,1
commander boundary,29
boundary degenerate,1
data-provider boundary degenerate,1
commander boundary small-class,9
data-provider lazy-class,1
data-provider boundary data-class small-class,7
entity boundary,27
data-class small-class,2
pure-controller,1
degenerate,3
boundary,27
pure-controller small-class,6
empty,152
commander,11
entity small-class,8
controller lazy-class,1
data-provider boundary data-class,3
Total,419
