Unique Class Stereotype,Class Count
boundary data-class small-class,1
commander data-class small-class,1
lazy-class small-class,1
factory pure-controller small-class,1
boundary lazy-class,3
factory controller degenerate,1
boundary controller,1
entity degenerate,2
data-provider boundary lazy-class degenerate,2
commander boundary data-class,1
controller data-class small-class,1
factory small-class,2
entity factory controller small-class,26
lazy-class degenerate,6
data-provider boundary lazy-class small-class,2
commander degenerate,1
factory controller small-class,29
data-class small-class,8
data-provider data-class,9
boundary large-class degenerate,1
boundary small-class,16
data-provider,91
entity small-class,27
factory controller,6
boundary,247
pure-controller small-class,7
commander data-class,1
entity,20
empty,688
data-provider lazy-class small-class,3
entity boundary degenerate,12
boundary degenerate,40
commander boundary,32
unclassified,261
controller small-class,33
entity minimal-entity commander boundary,2
small-class,126
commander boundary small-class,65
commander boundary data-class small-class,1
entity boundary,301
commander,33
data-class,4
entity commander boundary,26
entity boundary data-class small-class,3
entity boundary lazy-class degenerate,3
pure-controller degenerate small-class,279
entity boundary small-class,60
lazy-class,5
boundary degenerate small-class,26
factory pure-controller degenerate small-class,19
controller degenerate,19
boundary lazy-class degenerate,7
degenerate small-class,56
factory degenerate small-class,13
pure-controller degenerate,10
entity data-provider boundary,25
data-provider boundary,43
entity minimal-entity boundary,13
data-provider small-class,23
data-provider data-class small-class,32
data-provider boundary data-class small-class,23
data-provider lazy-class,2
pure-controller,1
controller,44
data-provider boundary small-class,25
entity factory controller,5
commander small-class,66
boundary data-class,3
factory pure-controller degenerate,1
degenerate,100
controller lazy-class degenerate,1
commander boundary degenerate,2
data-provider boundary data-class,5
factory pure-controller,2
Total,3057
