Unique Method Stereotype,Method Count
get wrapper,6
property command collaborator,3
void-accessor command,10
get set collaborator,18
property,44
command collaborator,89
property wrapper,11
get non-void-command collaborator,41
predicate,19
get non-void-command,4
void-accessor set collaborator,2
wrapper,3
get set,21
destructor,8
predicate collaborator,16
property set collaborator,4
command,50
empty,1
get property controller,1
constructor,106
get property collaborator,22
set,4
controller stateless,9
property non-void-command,12
property collaborator,237
void-accessor command collaborator,49
predicate non-void-command collaborator,2
copy-constructor,41
incidental,24
get collaborator,39
void-accessor wrapper,9
wrapper stateless,24
get property non-void-command collaborator,4
collaborator incidental,26
get,10
get controller,4
property non-void-command collaborator,227
property controller,4
set collaborator,6
Total,1210
