Unique Class Stereotype,Class Count
data-provider small-class,2
pure-controller small-class,1
commander boundary small-class,2
degenerate small-class,2
pure-controller degenerate small-class,2
entity boundary degenerate,1
boundary data-class small-class,1
commander small-class,5
boundary degenerate,2
controller,2
commander boundary,21
small-class,4
entity commander boundary,8
boundary degenerate small-class,1
minimal-entity commander boundary,1
boundary,14
data-provider boundary small-class,3
commander,12
boundary small-class,1
data-provider boundary,6
entity boundary,4
unclassified,21
empty,29
data-provider data-class small-class,2
data-provider,5
degenerate,9
Total,161
