Unique Method Stereotype,Method Count
get controller,1
property set,1
predicate controller,4
property set collaborator,3
get non-void-command,9
void-accessor set collaborator,1
predicate set collaborator,3
void-accessor controller,13
factory controller,2
empty,4
void-accessor wrapper,7
wrapper stateless,20
controller stateless,73
void-accessor collaborator,4
void-accessor command collaborator,89
property controller,18
set collaborator,63
property non-void-command collaborator,26
predicate non-void-command,9
predicate wrapper,6
property,48
command collaborator,107
destructor,48
get set,1
wrapper,16
collaborator,7
command,195
unclassified,4
constructor,190
set,39
get property non-void-command collaborator,1
collaborator incidental,14
get,61
void-accessor command,17
predicate,18
get collaborator,32
get non-void-command collaborator,5
property wrapper,33
property collaborator,15
predicate set,2
property non-void-command,18
void-accessor set,3
copy-constructor,3
incidental,10
predicate non-void-command collaborator,21
controller,16
predicate collaborator,2
factory wrapper stateless,1
Total,1283
