Unique Method Stereotype,Method Count
void-accessor controller,1
get property non-void-command factory collaborator,1
unclassified,1
void-accessor set collaborator,2
get property wrapper,1
non-void-command,1
factory collaborator stateless,1
factory controller stateless,3
property wrapper,9
predicate non-void-command,7
void-accessor command collaborator,4
property factory controller,1
property non-void-command,5
property collaborator,1
property non-void-command factory collaborator,6
wrapper,21
property set collaborator,6
factory collaborator incidental,1
predicate controller,2
wrapper stateless,58
command collaborator,66
command,27
factory controller,1
empty,4
constructor,109
set,11
property factory wrapper,2
predicate wrapper,6
non-void-command collaborator,18
controller stateless,32
get,1
collaborator incidental,24
get set collaborator,2
get collaborator,2
property non-void-command collaborator,39
property controller,6
set collaborator,15
predicate non-void-command collaborator,16
controller,11
incidental,3
copy-constructor,13
collaborator,1
Total,541
