Unique Class Stereotype,Class Count
data-provider data-class small-class,1
data-class,2
data-provider,1
factory controller small-class,3
entity boundary,21
commander data-class small-class,2
entity boundary small-class,6
small-class,9
boundary degenerate,4
boundary degenerate small-class,14
pure-controller degenerate small-class,4
entity commander boundary,9
commander boundary degenerate,3
commander boundary,29
entity minimal-entity commander boundary,1
entity,2
boundary lazy-class degenerate,1
boundary lazy-class,1
degenerate small-class,8
data-provider boundary small-class,5
empty,168
entity small-class,1
commander,11
entity data-provider boundary lazy-class,1
data-provider boundary degenerate,1
boundary,18
degenerate,4
entity data-provider boundary,3
data-provider boundary,12
unclassified,24
controller small-class,3
commander boundary data-class small-class,3
commander small-class,7
pure-controller,1
commander boundary small-class,10
Total,393
