Unique Method Stereotype,Method Count
property,2
predicate wrapper,19
predicate,35
predicate non-void-command,30
property factory collaborator,2
get set factory collaborator,1
non-void-command factory collaborator,3
get collaborator,25
factory controller stateless,4
get set collaborator,2
controller stateless,42
property non-void-command collaborator,62
set collaborator,27
property controller,6
command collaborator,154
wrapper stateless,208
command,83
factory controller,1
empty,41
constructor,41
set,47
predicate set collaborator,1
property factory controller,4
factory collaborator stateless,311
wrapper,9
get set,5
property non-void-command factory collaborator,4
property non-void-command,18
predicate collaborator,2
factory wrapper stateless,17
collaborator incidental,85
get,52
get non-void-command collaborator,1
property wrapper,53
controller,5
incidental,77
predicate non-void-command collaborator,10
void-accessor command collaborator,1
Total,1490
