Unique Class Stereotype,Class Count
entity data-provider boundary,1
data-provider boundary lazy-class degenerate,5
boundary lazy-class degenerate,1
commander,3
empty,20
lazy-class degenerate,1
data-class,1
controller,2
commander boundary,8
boundary degenerate,7
boundary small-class,1
factory degenerate,19
data-provider boundary data-class,1
minimal-entity commander boundary,1
degenerate,15
boundary,9
pure-controller degenerate,1
lazy-class,2
commander boundary small-class,4
commander small-class,4
commander boundary degenerate,5
factory controller degenerate,1
factory controller small-class,1
boundary degenerate small-class,86
pure-controller degenerate small-class,15
entity commander boundary,1
small-class,4
entity boundary lazy-class degenerate,1
entity boundary small-class,2
entity boundary,7
data-provider boundary small-class,2
degenerate small-class,13
boundary lazy-class,1
unclassified,4
controller small-class,6
data-provider lazy-class small-class,1
Total,256
