Unique Method Stereotype,Method Count
factory collaborator incidental,2
get property set,1
predicate set collaborator,5
destructor,1
factory,9
get property non-void-command factory collaborator,6
factory stateless,7
predicate set,9
get property,11
get property set collaborator,2
get factory collaborator,2
get predicate non-void-command,2
get set,18
non-void-command factory,9
get property non-void-command collaborator,58
get,5092
collaborator incidental,379
property non-void-command,1021
property non-void-command factory collaborator,235
property non-void-command factory,5
collaborator stateless,200
property set factory collaborator,7
property collaborator,216
stateless,245
property set collaborator,38
get controller,6
get collaborator,4282
incidental,1259
copy-constructor,52
property wrapper,239
get non-void-command collaborator,40
property factory,5
property non-void-command collaborator,1380
property controller,324
get property non-void-command factory,6
predicate controller,27
non-void-command factory collaborator,270
controller stateless,2221
factory collaborator stateless,169
predicate non-void-command collaborator,177
wrapper,499
property,633
command collaborator,1798
property factory wrapper,21
command,1721
empty,153
get property controller,6
factory controller,53
property set,47
constructor,3301
set,4658
get property non-void-command,14
get property collaborator,32
wrapper stateless,2169
predicate non-void-command,647
void-accessor wrapper,5
set factory collaborator,87
collaborator,52
predicate wrapper,66
void-accessor command collaborator,12
get predicate,1
factory wrapper stateless,60
void-accessor,6
predicate collaborator,42
predicate,502
property factory collaborator,81
set collaborator,3863
non-void-command,249
get property wrapper,16
non-void-command collaborator,265
get non-void-command,26
factory wrapper,11
get wrapper,10
unclassified,39
controller,357
factory collaborator,95
get set collaborator,377
void-accessor controller,2
property factory controller,22
get set factory collaborator,45
get non-void-command factory collaborator,4
factory controller stateless,101
void-accessor command,8
Total,40193
