Unique Class Stereotype,Class Count
entity degenerate,1
entity factory controller degenerate,2
commander boundary lazy-class,1
data-provider boundary lazy-class,2
commander data-class small-class,2
entity data-provider boundary lazy-class,1
large-class degenerate,2
factory controller degenerate,1
entity boundary degenerate,4
factory degenerate,1
factory controller lazy-class degenerate,2
boundary lazy-class data-class,1
entity factory controller small-class,7
data-provider,117
boundary small-class,16
data-provider data-class,7
boundary lazy-class,53
degenerate small-class,68
boundary lazy-class degenerate,8
controller degenerate,29
lazy-class degenerate,31
commander boundary degenerate,5
commander boundary small-class,40
factory degenerate small-class,26
entity small-class,18
entity commander boundary,20
entity boundary data-class small-class,1
unclassified,799
controller small-class,16
boundary degenerate small-class,155
entity minimal-entity commander boundary,2
small-class,90
minimal-entity commander boundary,1
pure-controller degenerate small-class,106
entity boundary small-class,22
entity boundary lazy-class degenerate,1
controller lazy-class degenerate,2
degenerate,97
pure-controller small-class,21
boundary,479
commander boundary lazy-class small-class,1
commander small-class,17
boundary data-class,90
lazy-class,110
boundary degenerate,55
commander boundary,65
factory pure-controller degenerate small-class,16
pure-controller,7
controller,10
data-provider boundary small-class,6
commander,67
data-class,125
entity boundary,92
entity,4
empty,531
data-provider lazy-class small-class,7
data-provider lazy-class degenerate,9
boundary data-class small-class,71
data-provider lazy-class,17
data-provider data-class small-class,38
data-provider boundary data-class small-class,14
data-provider small-class,11
pure-controller degenerate,71
entity data-provider boundary,8
data-provider boundary lazy-class small-class,8
minimal-entity boundary,87
commander degenerate,3
data-class small-class,31
factory controller small-class,7
data-provider boundary data-class,7
entity factory controller,2
data-provider boundary,47
entity minimal-entity boundary,15
controller data-class small-class,1
Total,3907
