Unique Method Stereotype,Method Count
factory collaborator stateless,1
get predicate non-void-command collaborator,1
predicate wrapper,41
property factory,7
predicate controller,10
property collaborator,190
property non-void-command,71
predicate set,4
property non-void-command factory collaborator,7
non-void-command factory collaborator,1
controller stateless,120
collaborator incidental,86
get,318
get property non-void-command collaborator,5
wrapper stateless,216
predicate non-void-command,113
void-accessor wrapper,6
get non-void-command collaborator,8
property wrapper,104
incidental,81
controller,27
get controller,1
get collaborator,231
command,389
unclassified,19
predicate,139
factory wrapper stateless,1
get predicate,2
command collaborator,554
property,113
get set collaborator,12
constructor,335
set,142
property set collaborator,30
predicate non-void-command collaborator,232
wrapper,74
get predicate non-void-command,1
get set,12
destructor,137
non-void-command collaborator,1
get non-void-command,18
get property wrapper,1
get property collaborator,4
void-accessor set collaborator,1
empty,103
collaborator,16
set collaborator,99
property non-void-command collaborator,442
property controller,19
property factory collaborator,5
predicate set collaborator,17
property set,10
property command collaborator,11
get property,4
void-accessor command collaborator,21
copy-constructor,12
void-accessor collaborator,5
predicate collaborator,23
void-accessor,1
get wrapper,15
void-accessor controller,3
get set factory collaborator,1
void-accessor command,8
factory controller stateless,2
Total,4683
