Unique Class Stereotype,Class Count
data-provider lazy-class small-class,1
data-provider boundary lazy-class,1
data-provider boundary degenerate,1
data-provider boundary lazy-class degenerate,1
data-provider lazy-class,1
data-provider data-class,5
boundary small-class,4
lazy-class degenerate,2
lazy-class,1
commander degenerate,1
boundary lazy-class,1
degenerate small-class,4
commander boundary,8
boundary degenerate,9
controller,1
entity boundary lazy-class degenerate,1
entity boundary small-class,14
small-class,11
data-provider,28
data-provider data-class small-class,5
controller small-class,1
unclassified,58
data-provider boundary,35
data-provider boundary data-class small-class,6
commander boundary small-class,3
data-provider boundary small-class,15
empty,773
commander,5
entity boundary,46
boundary,69
degenerate,12
pure-controller small-class,6
boundary degenerate small-class,17
commander lazy-class degenerate,1
boundary data-class small-class,6
data-provider small-class,13
entity boundary degenerate,3
commander boundary data-class small-class,3
commander small-class,8
data-provider boundary data-class,3
entity commander boundary,2
pure-controller degenerate small-class,8
data-class,1
entity data-provider boundary,7
Total,1201
