Unique Method Stereotype,Method Count
get non-void-command factory collaborator,2
get property non-void-command,1
factory collaborator incidental,1
copy-constructor,1
factory controller,15
empty,34
get set,21
get set collaborator,29
get property non-void-command collaborator,14
get,273
collaborator incidental,23
property set factory collaborator,1
property factory collaborator,31
void-accessor command collaborator,6
property controller,28
property non-void-command collaborator,490
command,570
property factory wrapper,7
set,177
constructor,231
property non-void-command factory collaborator,59
property non-void-command,249
predicate set,1
get collaborator,185
incidental,43
wrapper,8
predicate non-void-command collaborator,43
predicate non-void-command,87
property factory,2
controller stateless,203
non-void-command factory collaborator,52
property,20
command collaborator,292
get non-void-command collaborator,71
property wrapper,34
wrapper stateless,177
set factory collaborator,1
void-accessor command,4
factory controller stateless,19
get set factory collaborator,1
property factory controller,3
void-accessor controller,1
factory collaborator stateless,5
property set,6
property set collaborator,3
property collaborator,6
stateless,1
factory wrapper stateless,5
get wrapper,5
get property non-void-command factory collaborator,2
unclassified,1
controller,34
factory collaborator,1
get property,1
get non-void-command,36
non-void-command collaborator,3
predicate wrapper,3
predicate,37
predicate controller,4
get property non-void-command factory,2
set collaborator,80
non-void-command,13
collaborator stateless,10
property non-void-command factory,1
Total,3769
