Unique Class Stereotype,Class Count
boundary data-class,1
data-provider small-class,3
entity factory controller,1
lazy-class,1
commander degenerate,1
entity minimal-entity boundary,3
data-provider,7
controller,5
commander small-class,8
entity boundary degenerate,2
boundary data-class small-class,2
pure-controller,2
boundary degenerate,8
commander boundary,34
controller small-class,6
unclassified,33
entity boundary data-class small-class,1
entity commander boundary,15
pure-controller degenerate small-class,20
data-class,4
pure-controller degenerate,4
factory controller data-class small-class,2
data-provider boundary small-class,3
factory controller,1
entity small-class,2
empty,508
commander,15
data-provider boundary,6
commander boundary small-class,32
entity boundary small-class,23
small-class,18
commander data-class small-class,2
boundary small-class,4
data-provider data-class,1
pure-controller small-class,12
boundary,38
degenerate,14
controller degenerate,5
factory controller small-class,18
factory degenerate small-class,5
entity factory controller small-class,2
entity data-provider boundary,3
entity data-class,1
boundary lazy-class,3
degenerate small-class,6
entity boundary,49
boundary degenerate small-class,15
entity minimal-entity,2
Total,951
