Unique Method Stereotype,Method Count
void-accessor command collaborator,1
non-void-command,1
get property set,2
get property set collaborator,1
property set,3
set,3
constructor,20
controller stateless,31
get wrapper,2
predicate controller,1
command collaborator,4
property controller,5
property non-void-command collaborator,10
predicate non-void-command,9
command,22
property,2
get non-void-command collaborator,1
property wrapper,2
controller,3
predicate non-void-command collaborator,5
incidental,29
factory collaborator stateless,2
property set collaborator,3
get set,2
void-accessor set collaborator,2
get non-void-command,2
set factory collaborator,1
collaborator stateless,2
get,1
collaborator incidental,8
get property non-void-command collaborator,1
property non-void-command,38
predicate set,1
property non-void-command factory collaborator,1
void-accessor wrapper,1
wrapper stateless,15
Total,237
