Unique Class Stereotype,Class Count
commander boundary degenerate,1
factory controller degenerate,1
data-provider boundary,1
data-provider,1
entity data-provider boundary,1
commander data-class,1
entity,5
factory pure-controller degenerate,1
factory degenerate small-class,2
boundary degenerate,2
data-provider boundary data-class small-class,3
data-provider boundary small-class,6
data-provider boundary data-class,2
minimal-entity commander boundary,1
factory controller small-class,4
entity boundary small-class,43
small-class,37
commander boundary small-class,70
pure-controller degenerate,5
entity factory controller,7
boundary degenerate small-class,17
commander boundary data-class small-class,3
commander small-class,38
commander boundary,110
pure-controller small-class,3
boundary,52
degenerate,17
entity boundary,129
data-class small-class,7
controller,9
factory pure-controller degenerate small-class,11
entity factory controller small-class,4
factory pure-controller small-class,2
entity commander boundary,71
pure-controller degenerate small-class,13
unclassified,173
controller small-class,10
data-provider small-class,11
controller degenerate,7
commander,23
factory controller,17
empty,1286
entity small-class,3
factory degenerate,1
data-provider data-class,2
commander data-class small-class,3
boundary controller,1
controller data-class small-class,2
degenerate small-class,8
data-provider data-class small-class,12
Total,2239
