Unique Method Stereotype,Method Count
get property collaborator,1
collaborator,1
non-void-command collaborator,4
set collaborator,4
collaborator incidental,9
wrapper stateless,47
property set collaborator,7
destructor,3
wrapper,3
controller,1
void-accessor command collaborator,1
collaborator stateless,2
property collaborator,1
command,10
copy-constructor,2
void-accessor wrapper,4
property wrapper,6
predicate non-void-command collaborator,12
command collaborator,22
property non-void-command collaborator,27
predicate non-void-command,3
property factory collaborator,1
predicate controller,3
constructor,7
set,3
get,1
get controller,1
controller stateless,19
property controller,11
Total,216
