Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
lazy-class degenerate,1
boundary controller,1
minimal-entity boundary,1
entity data-provider boundary,2
factory pure-controller,1
data-class,2
commander lazy-class,1
boundary data-class small-class,2
lazy-class small-class,1
entity factory controller,1
controller,4
factory pure-controller degenerate small-class,1
entity factory controller small-class,1
commander lazy-class small-class,2
entity,5
commander boundary small-class,33
factory controller small-class,21
small-class,12
entity boundary small-class,41
boundary lazy-class,3
degenerate small-class,19
commander boundary degenerate,2
boundary degenerate small-class,142
commander lazy-class degenerate,1
boundary lazy-class degenerate,2
controller degenerate,5
data-provider boundary data-class small-class,4
boundary degenerate,29
commander boundary,30
entity commander boundary,6
factory pure-controller small-class,32
pure-controller degenerate small-class,12
factory controller,1
commander,18
entity small-class,6
empty,354
pure-controller degenerate,12
pure-controller small-class,3
degenerate,130
boundary,6
commander boundary data-class small-class,1
entity boundary degenerate,2
commander small-class,10
factory degenerate small-class,2
entity data-class small-class,1
controller small-class,3
unclassified,50
boundary large-class degenerate,1
commander degenerate,3
commander data-class small-class,1
boundary small-class,28
factory degenerate,1
data-class small-class,1
entity boundary,21
data-provider boundary small-class,4
factory controller data-class small-class,2
Total,1082
