Unique Method Stereotype,Method Count
get property set collaborator,1
predicate set collaborator,1
factory wrapper,1
property set factory collaborator,5
get non-void-command factory collaborator,1
void-accessor command collaborator,2
get set collaborator,2
set,228
get property collaborator,4
property factory collaborator,36
property factory controller,8
get property factory collaborator,5
get collaborator,36
get wrapper,4
factory collaborator,1
unclassified,2
non-void-command collaborator,87
predicate wrapper,4
get non-void-command,43
property factory,1
predicate non-void-command,6
non-void-command factory collaborator,7
predicate controller,2
factory collaborator stateless,219
wrapper,203
collaborator,5
property set collaborator,13
stateless,11
constructor,1023
get property factory wrapper,1
property factory wrapper,73
command,372
factory controller,47
empty,257
command collaborator,546
controller stateless,2498
collaborator stateless,32
wrapper stateless,877
get non-void-command collaborator,5
property wrapper,21
incidental,9
copy-constructor,13
controller,33
predicate non-void-command collaborator,17
get property non-void-command collaborator,1
collaborator incidental,31
get,217
factory controller stateless,19
predicate collaborator,1
factory wrapper stateless,22
property collaborator,4
property non-void-command factory collaborator,250
property non-void-command,51
get set factory collaborator,1
property non-void-command collaborator,949
property controller,11
set collaborator,78
non-void-command,87
Total,8484
