Unique Method Stereotype,Method Count
property factory controller,1
get property non-void-command,1
property,2
get set factory collaborator,1
property wrapper,3
controller,2
predicate non-void-command collaborator,8
command,94
get property non-void-command factory collaborator,1
unclassified,2
constructor,57
set,3
controller stateless,7
predicate non-void-command,5
set collaborator,4
property controller,1
property non-void-command collaborator,9
predicate controller,1
non-void-command factory collaborator,2
command collaborator,42
wrapper stateless,10
get collaborator,11
get,9
collaborator stateless,2
get non-void-command factory collaborator,2
stateless,1
property set collaborator,2
wrapper,3
get non-void-command,2
get set collaborator,2
property non-void-command,38
property non-void-command factory collaborator,5
Total,333
