Unique Class Stereotype,Class Count
lazy-class,1
entity,3
factory controller data-class small-class,1
data-provider boundary small-class,4
entity minimal-entity boundary,1
entity factory controller small-class,4
entity boundary data-class,1
factory controller small-class,7
small-class,16
entity data-provider boundary,2
boundary data-class small-class,2
factory degenerate small-class,2
data-provider boundary,3
degenerate small-class,8
commander boundary data-class small-class,4
commander small-class,11
data-provider degenerate,1
entity minimal-entity commander boundary,1
commander boundary,48
boundary degenerate,5
controller,5
factory controller,1
entity small-class,2
commander,22
empty,373
controller small-class,12
unclassified,43
entity boundary small-class,27
data-provider data-class,1
commander data-class small-class,4
boundary small-class,7
data-provider boundary data-class small-class,3
boundary degenerate small-class,10
pure-controller degenerate,25
commander boundary degenerate,1
controller lazy-class degenerate,1
factory pure-controller small-class,1
entity commander boundary,19
pure-controller degenerate small-class,36
pure-controller,4
boundary,45
pure-controller small-class,5
degenerate,19
commander boundary small-class,12
controller degenerate,2
lazy-class degenerate,2
boundary data-class,5
data-provider small-class,3
data-class small-class,6
entity boundary,37
Total,858
