Unique Method Stereotype,Method Count
factory collaborator stateless,1
get predicate non-void-command,1
void-accessor set,11
predicate set collaborator,3
get set collaborator,3
void-accessor controller,9
collaborator,3
predicate,17
unclassified,5
get property non-void-command,2
get property collaborator,3
set,56
void-accessor set collaborator,8
get non-void-command,2
factory wrapper,2
void-accessor,1
void-accessor collaborator,4
void-accessor command collaborator,113
get set,4
wrapper,56
destructor,121
property set collaborator,17
predicate collaborator,8
get property non-void-command collaborator,4
collaborator incidental,8
get,33
incidental,33
controller,10
copy-constructor,11
predicate non-void-command collaborator,55
predicate non-void-command,79
property controller,13
set collaborator,19
property non-void-command collaborator,182
predicate wrapper,12
predicate controller,21
non-void-command factory collaborator,18
command collaborator,126
property wrapper,37
get non-void-command collaborator,11
void-accessor wrapper,12
wrapper stateless,95
property set,7
constructor,250
command,170
property,43
property command collaborator,14
controller stateless,89
get collaborator,21
void-accessor command,88
factory controller stateless,2
property non-void-command factory collaborator,4
property non-void-command,71
property collaborator,95
predicate set,13
empty,22
factory controller,3
Total,2121
