Unique Class Stereotype,Class Count
boundary degenerate,1
commander boundary,7
commander small-class,6
entity data-provider boundary,2
data-provider boundary small-class,11
entity boundary small-class,4
small-class,8
unclassified,22
commander,6
empty,331
boundary degenerate small-class,8
entity boundary,23
data-class small-class,3
boundary,17
degenerate,5
commander boundary degenerate,2
boundary small-class,3
data-provider boundary,1
data-class,1
entity commander boundary,3
pure-controller degenerate small-class,2
entity data-provider boundary small-class,1
data-provider,2
data-provider data-class small-class,1
data-provider small-class,2
degenerate small-class,4
boundary data-class small-class,1
lazy-class degenerate,2
commander boundary small-class,2
controller degenerate,1
Total,482
