Unique Class Stereotype,Class Count
data-provider boundary,1
entity factory controller small-class,3
factory pure-controller degenerate small-class,1
data-class,17
factory controller small-class,2
factory controller degenerate,1
factory degenerate small-class,1
commander boundary small-class,9
small-class,2
entity boundary small-class,21
boundary degenerate small-class,2
pure-controller degenerate small-class,6
factory pure-controller small-class,1
entity commander boundary,4
unclassified,77
controller small-class,1
entity small-class,1
empty,61
factory controller,3
commander,9
minimal-entity boundary,1
boundary data-class,4
entity boundary,52
data-class small-class,1
commander small-class,15
commander boundary data-class small-class,1
boundary,20
degenerate,2
pure-controller small-class,1
commander boundary,1
boundary degenerate,1
data-provider data-class small-class,1
Total,323
