Unique Method Stereotype,Method Count
stateless,1
get property non-void-command,1
factory wrapper,2
unclassified,3
get non-void-command,3
get set factory collaborator,2
get property,1
property,13
factory wrapper stateless,1
property factory collaborator,1
property set factory collaborator,1
predicate controller,5
non-void-command factory collaborator,51
void-accessor command,6
get non-void-command collaborator,7
property wrapper,40
predicate non-void-command,54
predicate wrapper,18
controller stateless,285
set,262
constructor,280
wrapper stateless,54
command collaborator,448
property collaborator,1
property non-void-command,116
property non-void-command factory collaborator,22
command,374
empty,49
get set,10
wrapper,10
factory collaborator stateless,5
get set collaborator,2
factory controller stateless,16
void-accessor,1
void-accessor command collaborator,2
collaborator stateless,4
get collaborator,207
collaborator incidental,26
get,326
copy-constructor,1
predicate non-void-command collaborator,64
incidental,87
controller,68
get factory collaborator,1
predicate set collaborator,1
property controller,7
property non-void-command collaborator,143
set collaborator,93
predicate,7
Total,3182
