Unique Class Stereotype,Class Count
lazy-class small-class,1
pure-controller,1
factory degenerate small-class,1
data-class,1
data-provider,2
entity minimal-entity boundary,3
minimal-entity boundary,1
entity factory controller small-class,3
controller,1
data-provider boundary small-class,3
data-provider boundary data-class small-class,2
boundary data-class small-class,2
small-class,11
boundary lazy-class degenerate,3
data-provider boundary,4
data-provider boundary data-class,2
commander boundary,11
boundary degenerate,13
commander data-class small-class,2
data-provider data-class,2
boundary small-class,6
commander lazy-class degenerate,1
boundary degenerate small-class,20
controller small-class,7
unclassified,27
entity boundary,52
data-class small-class,3
entity commander boundary,10
factory pure-controller small-class,1
pure-controller degenerate small-class,22
boundary lazy-class,1
degenerate small-class,9
pure-controller degenerate,19
pure-controller small-class,2
degenerate,20
boundary,21
data-provider data-class small-class,3
commander boundary small-class,17
commander small-class,13
entity boundary degenerate,2
data-provider boundary lazy-class degenerate,5
entity,1
entity small-class,2
factory controller,1
empty,209
commander,16
entity boundary small-class,37
entity data-provider boundary,2
data-provider small-class,3
factory controller small-class,4
Total,605
