Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
data-provider small-class,1
lazy-class,1
lazy-class degenerate,1
minimal-entity commander boundary,1
data-provider boundary,2
factory controller small-class,1
data-provider data-class small-class,2
boundary controller,1
commander boundary small-class,9
data-class,21
boundary degenerate,6
controller,8
entity minimal-entity boundary,8
data-provider lazy-class small-class,1
entity,2
controller small-class,2
unclassified,93
pure-controller degenerate,8
data-provider,13
data-class small-class,1
entity boundary,29
entity factory controller,1
lazy-class small-class,1
degenerate small-class,8
entity commander boundary degenerate,1
boundary degenerate small-class,6
entity boundary data-class small-class,1
pure-controller degenerate small-class,18
entity commander boundary,8
controller degenerate,6
factory degenerate small-class,1
pure-controller small-class,2
boundary,74
degenerate,13
pure-controller,2
entity small-class,4
factory controller,1
empty,170
commander,39
entity boundary degenerate,1
commander small-class,10
data-provider data-class,7
entity boundary small-class,10
small-class,18
boundary data-class,4
boundary data-class small-class,3
commander boundary,48
entity minimal-entity commander boundary,2
Total,671
