Unique Method Stereotype,Method Count
predicate controller,2
non-void-command factory collaborator,1
get set collaborator,1
get property,1
property command collaborator,2
property set,8
predicate wrapper,6
property set collaborator,23
empty,21
predicate collaborator,2
wrapper stateless,13
destructor,58
get set,1
wrapper,46
property,27
predicate set collaborator,2
predicate,32
void-accessor set collaborator,1
get non-void-command,9
get property wrapper,3
get property non-void-command factory collaborator,1
unclassified,3
command,57
property non-void-command,49
property collaborator,49
void-accessor collaborator,1
void-accessor command collaborator,5
get collaborator,71
predicate non-void-command collaborator,3
controller,14
copy-constructor,13
incidental,40
constructor,107
set,59
command collaborator,103
property wrapper,67
get non-void-command collaborator,5
controller stateless,12
get wrapper,3
property non-void-command collaborator,217
property controller,21
set collaborator,49
get,32
get property non-void-command collaborator,2
collaborator incidental,19
Total,1261
