Unique Method Stereotype,Method Count
predicate set,1
property set factory collaborator,1
get non-void-command factory collaborator,2
property factory collaborator,3
void-accessor set,3
predicate controller,8
property non-void-command factory collaborator,28
property collaborator,83
property non-void-command,158
collaborator incidental,33
get,84
get property non-void-command collaborator,13
get wrapper,1
property controller,43
set collaborator,77
property non-void-command collaborator,496
non-void-command factory collaborator,5
controller stateless,387
factory collaborator,1
controller,33
incidental,52
constructor,317
get property controller,1
empty,23
command,490
wrapper stateless,119
void-accessor wrapper,3
predicate non-void-command,139
void-accessor command collaborator,265
copy-constructor,17
void-accessor collaborator,11
set,77
command collaborator,627
property,36
predicate set collaborator,7
predicate non-void-command collaborator,163
wrapper,14
get set,2
destructor,132
predicate,14
get set factory,19
get non-void-command,3
get property collaborator,7
get property non-void-command,6
void-accessor set collaborator,9
get property wrapper,1
get non-void-command collaborator,19
property wrapper,18
property set collaborator,1
void-accessor command,23
factory controller stateless,17
get collaborator,104
get controller,1
get set collaborator,1
property set,6
predicate wrapper,2
collaborator,1
get property non-void-command factory collaborator,1
unclassified,1
get property,1
void-accessor,2
predicate collaborator,6
void-accessor controller,7
property factory controller,3
get set factory collaborator,3
Total,4231
