Unique Class Stereotype,Class Count
lazy-class degenerate,1
entity factory controller small-class,3
small-class,7
data-provider small-class,1
boundary data-class small-class,1
pure-controller degenerate,3
entity minimal-entity boundary,2
data-class small-class,1
entity boundary,18
boundary small-class,2
data-provider boundary,6
entity boundary small-class,13
controller small-class,5
unclassified,37
data-provider data-class small-class,2
empty,197
commander,13
data-provider boundary small-class,8
factory controller small-class,1
entity boundary data-class,1
commander boundary small-class,6
commander degenerate,1
degenerate,8
boundary,37
pure-controller small-class,1
commander boundary,54
controller,1
boundary degenerate,2
entity factory controller data-class small-class,1
controller degenerate,4
boundary degenerate small-class,7
degenerate small-class,5
boundary lazy-class,1
data-class,1
entity commander boundary,6
pure-controller degenerate small-class,6
entity,1
minimal-entity boundary,1
boundary data-class,1
minimal-entity commander boundary,1
controller lazy-class,1
data-provider boundary data-class,1
Total,469
