Unique Method Stereotype,Method Count
property factory wrapper,1
property set factory collaborator,1
void-accessor set collaborator,5
predicate,2
get property factory controller,1
factory collaborator incidental,1
unclassified,1
non-void-command,2
predicate non-void-command,4
property,2
set,27
property factory collaborator,8
factory controller stateless,2
empty,18
command,116
command collaborator,222
controller stateless,58
property set collaborator,6
wrapper,43
factory collaborator stateless,16
factory wrapper stateless,3
predicate collaborator,2
non-void-command collaborator,78
predicate wrapper,2
predicate controller,1
non-void-command factory collaborator,2
property controller,7
property non-void-command collaborator,53
set collaborator,37
void-accessor wrapper,3
wrapper stateless,40
constructor,208
get set collaborator,4
get collaborator,9
predicate non-void-command collaborator,9
controller,4
copy-constructor,9
incidental,12
get property non-void-command collaborator,1
get,1
collaborator incidental,57
collaborator stateless,11
void-accessor collaborator,2
void-accessor command collaborator,40
get non-void-command collaborator,2
property wrapper,12
get wrapper,3
collaborator,3
property non-void-command,4
property collaborator,13
property non-void-command factory collaborator,8
Total,1176
