Unique Class Stereotype,Class Count
data-provider boundary,1
data-provider,1
lazy-class,1
entity factory controller small-class,1
lazy-class small-class,2
data-provider boundary data-class small-class,3
boundary data-class small-class,1
commander boundary,26
entity boundary,13
factory controller data-class small-class,1
data-provider boundary small-class,8
commander boundary small-class,8
degenerate,4
boundary,11
pure-controller degenerate,2
entity boundary data-class small-class,1
pure-controller degenerate small-class,10
entity commander boundary,11
entity commander boundary degenerate,1
boundary degenerate small-class,23
commander boundary degenerate,3
controller small-class,1
unclassified,5
commander small-class,7
commander data-class,1
factory degenerate small-class,11
boundary lazy-class degenerate,1
controller degenerate,1
commander,11
empty,101
entity small-class,3
data-provider boundary lazy-class degenerate,2
degenerate small-class,8
entity boundary small-class,7
small-class,4
boundary small-class,2
commander data-class small-class,1
data-provider small-class,1
Total,299
