Unique Class Stereotype,Class Count
entity minimal-entity,1
entity minimal-entity boundary,2
commander lazy-class degenerate,2
data-provider boundary lazy-class degenerate,1
commander boundary data-class,5
factory degenerate small-class,3
entity factory controller,1
lazy-class degenerate,2
factory controller degenerate,1
commander lazy-class small-class,2
lazy-class data-class,1
commander boundary small-class,4
controller,1
commander data-class small-class,2
boundary small-class,2
data-provider lazy-class degenerate,3
boundary data-class small-class,5
lazy-class,5
pure-controller degenerate,16
controller small-class,5
unclassified,31
pure-controller small-class,3
boundary,22
degenerate,81
entity boundary data-class,2
factory controller small-class,4
controller degenerate,5
data-provider boundary,5
data-provider boundary data-class small-class,9
entity small-class,1
empty,492
commander,9
data-provider boundary small-class,7
boundary degenerate small-class,121
data-provider small-class,7
minimal-entity boundary,1
boundary data-class,3
data-class small-class,11
entity boundary,30
data-class,5
entity data-provider boundary lazy-class degenerate,1
entity boundary small-class,20
small-class,19
commander boundary,8
boundary degenerate,51
entity commander boundary,2
pure-controller degenerate small-class,83
data-provider data-class small-class,12
degenerate small-class,25
data-provider lazy-class small-class,1
entity data-provider boundary,4
commander small-class,1
entity boundary degenerate,3
commander boundary data-class small-class,1
commander boundary degenerate,4
Total,1148
