Unique Method Stereotype,Method Count
get non-void-command factory collaborator,1
get property factory collaborator,1
destructor,2
get wrapper,12
predicate,11
non-void-command,10
set collaborator,92
property non-void-command collaborator,323
property controller,17
property non-void-command factory collaborator,31
property non-void-command,74
predicate set,7
void-accessor command collaborator,57
property factory wrapper,1
command,313
wrapper stateless,1145
get property,3
property wrapper,62
incidental,55
controller,20
void-accessor collaborator,1
copy-constructor,19
void-accessor wrapper,2
predicate non-void-command,42
controller stateless,1418
non-void-command factory collaborator,10
predicate controller,9
predicate wrapper,12
non-void-command collaborator,106
property factory collaborator,17
constructor,439
set,81
void-accessor set collaborator,1
get property collaborator,10
void-accessor set,1
property,11
command collaborator,173
predicate non-void-command collaborator,60
wrapper,37
get collaborator,65
collaborator incidental,103
get,69
get property non-void-command collaborator,4
property collaborator,42
stateless,24
property set collaborator,14
property set factory collaborator,2
predicate collaborator,6
get predicate,4
factory wrapper stateless,10
predicate set collaborator,4
void-accessor command,16
factory controller stateless,14
unclassified,2
empty,23
get property controller,2
factory controller,1
collaborator stateless,65
factory collaborator stateless,19
get property wrapper,1
get set collaborator,4
property factory controller,1
get set factory collaborator,17
void-accessor controller,11
property set,7
factory collaborator incidental,4
get property set,2
Total,5222
