Unique Class Stereotype,Class Count
controller,1
data-class,1
data-provider,1
entity data-provider boundary,3
data-provider data-class small-class,2
data-provider small-class,4
boundary degenerate small-class,51
data-provider boundary,3
boundary small-class,14
data-provider boundary data-class small-class,4
factory controller data-class small-class,1
data-provider boundary small-class,27
entity boundary small-class,38
small-class,18
controller small-class,3
unclassified,14
degenerate small-class,11
boundary degenerate,9
commander boundary,9
factory controller,1
commander,8
empty,1037
entity small-class,6
factory controller small-class,10
entity factory controller small-class,24
entity boundary,32
data-provider lazy-class degenerate,1
boundary data-class small-class,2
commander boundary small-class,27
entity commander boundary,25
pure-controller degenerate small-class,26
pure-controller degenerate,21
lazy-class small-class,1
entity factory controller,2
commander boundary data-class small-class,4
entity boundary degenerate,2
commander small-class,12
commander data-class,1
boundary,4
degenerate,8
pure-controller small-class,3
lazy-class degenerate,1
Total,1472
